Title,Contents
Windows / Linux 서버 보안 취약점 설정,"### 내용
Windows / Linux 서버 보안 취약점 설정 가이드 문서
1. OS 별 설정
1. Windows
2. Linux
2. WEB
1. APACHE
2. IIS
3. WAS
1. TOMCAT
---
### 답변
한국 인터넷 진흥원 웹서버 보안 강화 안내
[https://softzion.sharepoint.com/:b:/s/msteams_d48474/EXmN4zEx5Y1Klwt_5q5VKroBRHsuGtiu6gNfUWDypmbVcQ?e=Nq7zHo](https://softzion.sharepoint.com/:b:/s/msteams_d48474/EXmN4zEx5Y1Klwt_5q5VKroBRHsuGtiu6gNfUWDypmbVcQ?e=Nq7zHo)
윈도우 IIS 보안 설정
[https://dazemonkey.tistory.com/119](https://dazemonkey.tistory.com/119)
보안 취약점 설정 가이드
[https://ssv.skill.or.kr/Security/unix-security-vulnerability](https://ssv.skill.or.kr/Security/unix-security-vulnerability)
[https://softzion.sharepoint.com/:b:/s/msteams_d48474/Eel-S8IwiXRPm72jOBFdreQBjsD56fcJBmuNIY50mqe68w?e=wQ3x0X](https://softzion.sharepoint.com/:b:/s/msteams_d48474/Eel-S8IwiXRPm72jOBFdreQBjsD56fcJBmuNIY50mqe68w?e=wQ3x0X)
Window 서버
[https://ssv.skill.or.kr/Cloud-Security/windows-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/windows-security-vulnerability)
Window PC
[https://ssv.skill.or.kr/Cloud-Security/windows-pc-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/windows-pc-security-vulnerability)
Tomcat 서버
[https://ssv.skill.or.kr/Cloud-Security/tomcat-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/tomcat-security-vulnerability)
MS SQL
[https://ssv.skill.or.kr/Cloud-Security/db-mssql-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/db-mssql-security-vulnerability)
MY SQL
[https://ssv.skill.or.kr/Cloud-Security/db-mysql-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/db-mysql-security-vulnerability)
REDIS
[https://ssv.skill.or.kr/Cloud-Security/db-redis-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/db-redis-security-vulnerability)
APACHE
[https://ssv.skill.or.kr/Cloud-Security/apache-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/apache-security-vulnerability)
IIS
[https://ssv.skill.or.kr/Cloud-Security/iis-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/iis-security-vulnerability)
Docker
[https://ssv.skill.or.kr/Cloud-Security/docker-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/docker-security-vulnerability)"
Windows / Linux 서버 보안 취약점 설정,"1. OS 별 설정
1. Windows
2. Linux
2. WEB
1. APACHE
2. IIS
3. WAS
1. TOMCAT
---
한국 인터넷 진흥원 웹서버 보안 강화 안내
[https://softzion.sharepoint.com/:b:/s/msteams_d48474/EXmN4zEx5Y1Klwt_5q5VKroBRHsuGtiu6gNfUWDypmbVcQ?e=Nq7zHo](https://softzion.sharepoint.com/:b:/s/msteams_d48474/EXmN4zEx5Y1Klwt_5q5VKroBRHsuGtiu6gNfUWDypmbVcQ?e=Nq7zHo)
윈도우 IIS 보안 설정
[https://dazemonkey.tistory.com/119](https://dazemonkey.tistory.com/119)
보안 취약점 설정 가이드
[https://ssv.skill.or.kr/Security/unix-security-vulnerability](https://ssv.skill.or.kr/Security/unix-security-vulnerability)
[https://softzion.sharepoint.com/:b:/s/msteams_d48474/Eel-S8IwiXRPm72jOBFdreQBjsD56fcJBmuNIY50mqe68w?e=wQ3x0X](https://softzion.sharepoint.com/:b:/s/msteams_d48474/Eel-S8IwiXRPm72jOBFdreQBjsD56fcJBmuNIY50mqe68w?e=wQ3x0X)
Window 서버
[https://ssv.skill.or.kr/Cloud-Security/windows-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/windows-security-vulnerability)
Window PC
[https://ssv.skill.or.kr/Cloud-Security/windows-pc-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/windows-pc-security-vulnerability)
Tomcat 서버
[https://ssv.skill.or.kr/Cloud-Security/tomcat-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/tomcat-security-vulnerability)
MS SQL
[https://ssv.skill.or.kr/Cloud-Security/db-mssql-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/db-mssql-security-vulnerability)
MY SQL
[https://ssv.skill.or.kr/Cloud-Security/db-mysql-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/db-mysql-security-vulnerability)
REDIS
[https://ssv.skill.or.kr/Cloud-Security/db-redis-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/db-redis-security-vulnerability)
APACHE
[https://ssv.skill.or.kr/Cloud-Security/apache-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/apache-security-vulnerability)
IIS
[https://ssv.skill.or.kr/Cloud-Security/iis-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/iis-security-vulnerability)
Docker
[https://ssv.skill.or.kr/Cloud-Security/docker-security-vulnerability](https://ssv.skill.or.kr/Cloud-Security/docker-security-vulnerability)"
Windows 운영 체제 시작 시 파이썬 스크립트 자동 실행 어떻게 하나요?,"### 내용
컴퓨터 시작 시 자동으로 파이썬 스크립트를 실행할 수 있으면 좋겠는데요. 어떻게 하면 되죠?
---
### 답변
일단 간단히 Windows 10 시작 프로그램 등록 절차에 대하여 설명 드립니다.
`Windows logo + R key`로 Run 프롬트를 여시고, `shell:startup` 입력 & 실행하시면 **시작프로그램(Startup)** 폴더가 뜹니다.
자동 실행하시려는 프로그램의 **바로가기** 를 생성하고 (`우클릭 + 바로가기 만들기`), 바로가기 파일을 시작프로그램 폴더로 옮겨주시면 컴퓨터 시작 시 자동으로 실행됩니다 (단일 프로그램인 경우 바로가기가 필요 없습니다).
시작프로그램에 batch 파일(.bat)도 등록이 가능합니다.
파이썬 스크립트를 실행하는 batch 파일을 만들어서 시작프로그램에 등록하면 파이썬 스크립트가 자동으로 실행됩니다. 밑에 예시로 설명드립니다.
파이썬 스크립트 (`main.py`)
```python
print('Hello World!')
```
batch 파일 (`automate.bat`)
```bash
@echo off
cmd /k ""cd /d D:/pyjects/test/env/Scripts & activate & cd /d D:/pyjects/test & python main.py""
```
`automate.bat`은 다음과 같은 작업을 합니다.
1. 가상환경 폴더 위치로 이동
2. 가상환경 활성화
3. 파이썬 스크립트 파일 위치로 이동
4. 파이썬 스크립트 실행
시작프로그램에 등록 후 컴퓨터 재시작하면 콘솔이 뜨고 `Hello World`가 입력되는 것을 확인할 수 있습니다."
Windows 운영 체제에 여러 버전의 파이썬 설치 시 원하는 버전 선택 어떻게 하나요?,"### 내용
Windows 운영 체제에 파이썬 3.7 버전하고 파이썬 3.9 버전을 설치했는데, 콘솔에 `python` 또는 `python3` 치면 계속 3.9 버전이 뜨네요. 원하는 버전을 어떻게 선택해서 실행하죠?
---
### 답변
[Windows 파이썬 설치 방안](https://stackoverflowteams.com/c/softzion/a/34/6)에 따라 **Windows Installer** 로 설치하신 경우, 자동으로 [Python Launcher](https://docs.python.org/3/using/windows.html#python-launcher-for-windows)가 설치되었을 겁니다. 따라서, 콘솔에서 `python` 대신에 `py`를 사용하시면 되며, 버전에 맞추어 `py -버전`를 입력하시면 해당 버전의 파이썬 interactive shell 이 뜹니다 (예: `py -3.7`).
원하시는 버전으로 파이썬 스크립트를 실행하시려는 경우, `py -버전 실행파일.py`와 같이 해주시면 됩니다 (예: `py -3.9 script.py`).
원하시는 버전으로 가상환경을 구축하시려는 경우, `py -버전 -m venv env`와 같이 해주시면 `env`라는 이름의 폴더가 생성되며 가상환경이 구축됩니다 (예: `py -3.8 -m venv env`). 가상환경을 활성화 하신 후 `python` 실행 시 지정되었던 버전으로 파이썬이 실행됩니다.
아나콘다로 파이썬을 설치하신 경우, 콘다 가상환경 생성 시 파이썬 버전을 지정할 수 있으며, 가상환경을 활성화한 후 `python` 실행 시 지정되었던 버전으로 파이썬이 실행됩니다."
Windows 운영 체제에 파이썬 설치 어떻게 하나요?,"### 답변
# **Windows 파이썬 설치 가이드**
WINDOWS 운영체제 위주로 파이썬 설치 방안을 설명드립니다.
파이썬 설치 방안은 두 가지로 나뉩니다:
- 파이썬 설치
- 아나콘다 설치
**파이썬 설치**는 말 그대로 파이썬만 설치하는 것으로, 공식 파이썬 사이트에서 제공하는 installer로 설치됩니다.
**아나콘다 설치**는 데이터 과학 전용 도구 관리 프로그램인 아나콘다(Anaconda)를 설치함으로서 Conda 패키지 매니저와 함께 파이썬을 설치하는 것으로, 아나콘다 사이트에서 제공하는 installer로 설치됩니다.
참고로, 파이썬 설치와 아나콘다 설치 둘 다 해도 문제 없습니다.
*필요하신 파이썬 버전은 꼭 확인하시길 바랍니다.*
## 파이썬 설치
[공식 파이썬 다운로드 페이지](https://www.python.org/downloads/)에 들어가신 후 밑으로 조금 스크롤 하시면, 여러 버전의 파이썬 목록이 보입니다.
원하시는 버전 선택하시고 링크 따라가시면 해당 버전 설명 페이지로 옮겨지며, **FILES** 섹션 아래 다운로드 목록에 **Windows installer (64-bit)** 를 선택하시면 됩니다.
다운로드된 installer 파일을 실행하시고 권장사항만 따라서 설치하시면 됩니다.
### 참고사항
1. 기본 설치 위치는 `C:/Users/사용자/AppData/Local/Programs/Python/Python버전` 입니다. `C:/Program Files` 등 권한(Permission) 설정이 되어있는 위치에 설치하시면 추후에 패키지 설치 중 에러가 발생할 수 있습니다.
2. 윈도우 사용자명이 영어로 되어 있지 않은 경우, 설치 시 에러가 발생할 수 있습니다.
3. 여러 버전이 필요하신 경우, 각 버전의 파이썬을 모두 다운로드 하셔야 합니다.
## 아나콘다 설치
[아나콘다 다운로드 페이지](https://www.anaconda.com/products/distribution#windows)에 들어가신 후 다운로드 버튼을 누르시면 됩니다. 아나콘다 버전과 같이 다운로드되는 파이썬 버전은 크게 상관 없습니다.
다운로드된 installer 파일을 실행하시고 권장사항만 따라서 설치하시면 됩니다.
### 참고사항
1. 아나콘다 설치 위치에 파이썬이 같이 설치됩니다. 파이썬 설치 참고사항 1번과 마찬가지로 권한 설정된 위치에 설치하면 에러가 발생합니다.
2. 아나콘다는 파이썬 외 다른 도구들이 함께 설치됨으로, 파이썬만 필요하신 경우 [미니콘다](https://docs.conda.io/en/latest/miniconda.html#latest-miniconda-installer-links)를 설치하시면 됩니다.
3. 파이썬 버전은 아나콘다 가상환경을 생성할 때 정하시면 됩니다.
## 기타 설치 방안
1. Windows Store를 통해 파이썬 설치가 가능하되, 여러저러 문제가 많기 때문에 권장 드리지 않습니다.
2. Chocolatey를 통해 파이썬 설치 (확인해보진 않았습니다)
3. WSL에 파이썬 설치 (리눅스 파이썬 설치 방안 참고)
4.
---
### 댓글
Python도 버전이 여러개가 있던데요, 어떤 버전을 사용하는게 가장 안정적인지요?
– [최원영](https://stackoverflowteams.com/c/softzion/users/1/)
[May 3, 2022 at 7:18](https://stackoverflowteams.com/c/softzion/questions/33#comment3_34)
[@최원영](https://stackoverflowteams.com/c/softzion/users/1/) Stackoverflow 규정에 따라 문의사항은 따로 문의글로 남겨주시길 바랍니다! 😄 어느 언어나 마찬가지로, 오래되고 업데이트가 유지되고 있는 버전이 제일 좋습니다. 현재 2022년 기준으로 3.7 버전이 제일 안정적이되, 23년도에 EOL될 예정이니 3.8 버전 위주로 작업하는게 권장됩니다.
– user6
[May 3, 2022 at 7:25](https://stackoverflowteams.com/c/softzion/questions/33#comment4_34)"
XSS 시큐어코딩 지적 사항 해결 절차1,"크로스 사이트 스크립트 체커는 검증되지 않은 외부 입력값을 HTML에 포함시키는 코드를 검출합니다.외부 입력값에 스크립트가 삽입되지 않도록 문자 변환 함수 또는 메소드를 사용하여 <, >, &, "" 등을 <, >, &, "" 로 대체합니다. HTML 태그를 사용하도록 허용하는 게시판에서는 허용되는 HTML 태그를 화이트 리스트로 작성하여 리스트에 포함된 태그만 지원하도록 합니다.
1. return super.makeResponseData(HttpStatus.OK, param);
---
```perl
시큐어코딩 지적 사항으로 controller 에서 makeResponseData 를 할때,
escapehtml 을 하지 않아서 XSS 문제가 발생할 수 있음
1.개요 :
1)백엔드에서는 escapehtml 을 통해 <, >, &, "" 등을 &lt;, &gt;, &amp;, &quot; 로 대체, 대체가 발생한 key 값 정보를 response 데이터에 같이 보냄
2)프론트에서는 api 호출후 데이터 수신부에서 대체가 발생한 key 값 데이터를 unescapehtml 실행함
2.백엔드 :
common-api.jar 내부의 CommonController.makeResponseData 에서docs 가 있는 경우, docs 의 데이터를 개별적으로 escapehtml 하고,
escapehtml 로 인코딩된 데이터가 존재하는 경우 ""encElements"" key(필드) 를 생성하고, 해당 key(필드) 에 escapehtml 로 변화가 있는 key(필드) 명을 value 로 지정함.
여러개의 key(필드) 일때 ','를 구분자로 하여 스트링으로 지정함.
적용된 responseDate 의 예)
- 원본 데이터 docs : [{""title"":""제목1<>"", ""content"":""내용1<>"", ""catagory"":""board""}, {""title"":""제목2"", ""content"":""내용2"", ""catagory"":""board""}, {....}]
- escape 데이터 docs : [{""title"":""제목1&lt;&gt;"", ""content"":""내용1&lt;&gt;"", ""catagory"":""board"", ""encElements"":""title,content""}, {""title"":""제목2"", ""content"":""내용2"", ""catagory"":""board""}, {....}]
3. 프론트엔드 :
post-api.service.ts 의 makeResultData 함수에서
docs 데이터에 encElements key 가 있으면 해당 key 의 value 에 해당하는 key 데이터를 조회하여 unescapehtml 수행
적용할 소스 코드)
d.responseVO.body[key].forEach(item => {
if (item.encElements) {
var arr = item.encElements.split("","");
arr.forEach(ele => {
item[ele] = item[ele].replace(/&lt;/g, '<')
.replace(/&gt;/g, '>')
.replace(/&quot;/g, '""')
.replace(/&#039;/g, ""'"")
.replace(/&#39;/g, ""'"")
.replace(/&amp;/g, '&');
});
}
});
```"
개발 공통-Angular cli 설정,"특정 Angular cli 설치 :
npm uninstall -g @angular/cli
npm i -g @angular/cli@버전
ng version
ng new 프로젝트명"
"개발 공통-NVM, Node 설치 가이드","nvm 설치 : [https://github.com/coreybutler/nvm-windows/releases](https://github.com/coreybutler/nvm-windows/releases)
- nvm 설치 시 주의 사항 : 기존 node가 설치되어있으면 삭제 후 진행 필요
Node 릴리즈 버전 보기 : nvm list available
Node 설치 : nvm install 버전
특정노드버전사용 : nvm use 버전"
개발 공통-Softzion 프로젝트 산출물 템플릿,"파일 위치 :
- 사내 NAS : \HDD1\기술연구소\프로젝트\00.산출물_템플릿\소프트자이온_프로젝트산출물_템플릿"
개발 공통-Unicode Character 'ZERO WIDTH SPACE' (U+200B) - Eclipse 나 메모장 등 웬만한 에디터에서는 보이지 않음,"Eclipse 나 메모장 등 웬만한 에디터에서는 보이지 않는 문자열이 있습니다.
Jupyter notebook 에서는 다음과 같이 표시됩니다.
![Untitled](%E1%84%80%E1%85%A2%E1%84%87%E1%85%A1%E1%86%AF%20%E1%84%80%E1%85%A9%E1%86%BC%E1%84%90%E1%85%A9%E1%86%BC-Unicode%20Character%20'ZERO%20WIDTH%20SPACE'%20%20e2f50f7b2c5a410caa7c5b6767d8db44/Untitled.png)
이와 유사하게 보이지 않는 문자열로 어려움을 겪을 수 있는 경우를 정리해 보았습니다.
1. 유니코드 u200b (Zero Width Space) 공간 캐릭터는 안 보이면서 귀찮게 합니다.
2. 이모티콘 중 여러개의 이모티콘을 결합하는 이모티콘이 있습니다. 이 결합하는 요소도 유니코드 캐릭터로, 이모티콘이 지원되지 않는 환경에서는 이모티콘이 분리되어 보이며, 결합 캐릭터는 안 보이면서도 존재하게 됩니다.
3. 아랍어는 오른쪽에서 왼쪽으로 읽는 문자열이라서, 모든 아랍어 String의 첫문자 앞에는 ""right-to-left"" 유니코드 캐릭터가 숨겨져 있습니다. 이 또한 안 보이면서도 존재합니다..
4. 쉼표도 여러 종류가 있어서 잘 못 copy & paste 하면 귀찮게 됩니다.
5. 따옴표/쌍따옴표도 마찬가지로 여러 종류가 있어서, json 변형시 에러를 일으키는 요소가 됩니다.
6. escape character \ 가 포함된 string 값이 json으로 변형되면 \\가 되고, 이게 여러번 다른 플랫폼에 걸쳐가다 보면 어느새 \\\\\\\\ 가 되어있습니다."
